   33	C:\APEXMP\REQUIRED\db02_wp1us_weppcligen\AL016218.WP1   31.47   -85.65     AL           OZARK AL           
   34	C:\APEXMP\REQUIRED\db02_wp1us_weppcligen\AL016988.WP1   30.55   -87.60     AL           ROBERTSDALE 7 E AL 
   35	C:\APEXMP\REQUIRED\db02_wp1us_weppcligen\AL017025.WP1   33.15   -85.30     AL           ROCK MILLS AL      
   36	C:\APEXMP\REQUIRED\db02_wp1us_weppcligen\AL017131.WP1   34.50   -87.73     AL           RUSSELLVILLE 2 AL  
   37	C:\APEXMP\REQUIRED\db02_wp1us_weppcligen\AL017157.WP1   34.20   -86.78     AL           SAINT BERNARD AL   
   38	C:\APEXMP\REQUIRED\db02_wp1us_weppcligen\AL017207.WP1   34.28   -85.97     AL           SAND MT STATE FM AL
   39	C:\APEXMP\REQUIRED\db02_wp1us_weppcligen\AL017304.WP1   34.68   -86.03     AL           SCOTTSBORO AL      
   40	C:\APEXMP\REQUIRED\db02_wp1us_weppcligen\AL017999.WP1   33.20   -86.20     AL           SYLACAUGA 4 NE AL  
   41	C:\APEXMP\REQUIRED\db02_wp1us_weppcligen\AL018024.WP1   33.43   -86.10     AL           TALLADEGA AL       
   42	C:\APEXMP\REQUIRED\db02_wp1us_weppcligen\AL018178.WP1   31.92   -87.75     AL           THOMASVILLE AL     
   43	C:\APEXMP\REQUIRED\db02_wp1us_weppcligen\AL018209.WP1   32.88   -86.70     AL           THORSBY EXPERIMENT 
   44	C:\APEXMP\REQUIRED\db02_wp1us_weppcligen\AL018323.WP1   31.82   -85.97     AL           TROY AL            
   45	C:\APEXMP\REQUIRED\db02_wp1us_weppcligen\AL018380.WP1   33.23   -87.62     AL           TUSCALOOSA AIRPORT 
   46	C:\APEXMP\REQUIRED\db02_wp1us_weppcligen\AL018438.WP1   32.13   -85.73     AL           UNION SPRINGS AL   
   47	C:\APEXMP\REQUIRED\db02_wp1us_weppcligen\AL018469.WP1   34.57   -85.60     AL           VALLEY HEAD AL     
   48	C:\APEXMP\REQUIRED\db02_wp1us_weppcligen\AL018517.WP1   33.75   -88.12     AL           VERNON AL          
   49	C:\APEXMP\REQUIRED\db02_wp1us_weppcligen\AL018867.WP1   31.65   -87.72     AL           WHATLEY AL         
   50	C:\APEXMP\REQUIRED\db02_wp1us_weppcligen\AK500026.WP1   51.85  -176.65     AK           ADAK AK            
   51	C:\APEXMP\REQUIRED\db02_wp1us_weppcligen\AK500260.WP1   67.08  -157.87     AK           AMBLER WEST AK     
   52	C:\APEXMP\REQUIRED\db02_wp1us_weppcligen\AK500352.WP1   55.03  -131.57     AK           ANNETTE WSO AP AK  
   53	C:\APEXMP\REQUIRED\db02_wp1us_weppcligen\AK500546.WP1   71.30  -156.78     AK           BARROW WSO AP AK   
   54	C:\APEXMP\REQUIRED\db02_wp1us_weppcligen\AK500558.WP1   70.13  -143.63     AK           BARTER ISLAND WSO A
   55	C:\APEXMP\REQUIRED\db02_wp1us_weppcligen\AK500657.WP1   55.38  -131.47     AK           BEAVER FALLS AK    
   56	C:\APEXMP\REQUIRED\db02_wp1us_weppcligen\AK500754.WP1   60.78  -161.80     AK           BETHEL WSO AP AK   
   57	C:\APEXMP\REQUIRED\db02_wp1us_weppcligen\AK500761.WP1   66.92  -151.52     AK           BETTLES FAA AP AK  
   58	C:\APEXMP\REQUIRED\db02_wp1us_weppcligen\AK501312.WP1   68.87  -166.12     AK           CAPE LISBURNE AK   
   59	C:\APEXMP\REQUIRED\db02_wp1us_weppcligen\AK501314.WP1   58.63  -162.07     AK           CAPE NEWENHAM AK   
   60	C:\APEXMP\REQUIRED\db02_wp1us_weppcligen\AK501318.WP1   61.78  -166.05     AK           CAPE ROMANZOF AK   
   61	C:\APEXMP\REQUIRED\db02_wp1us_weppcligen\AK501977.WP1   65.83  -144.07     AK           CIRCLE CITY AK     
   62	C:\APEXMP\REQUIRED\db02_wp1us_weppcligen\AK502019.WP1   64.05  -145.52     AK           CLEAR WATER AK     
   63	C:\APEXMP\REQUIRED\db02_wp1us_weppcligen\AK502102.WP1   55.20  -162.72     AK           COLD BAY WSO AP AK 
   64	C:\APEXMP\REQUIRED\db02_wp1us_weppcligen\AK502107.WP1   64.87  -147.83     AK           COLLEGE MAGNETIC OB
   65	C:\APEXMP\REQUIRED\db02_wp1us_weppcligen\AK502177.WP1   60.50  -145.50     AK           CORDOVA WB (AP) AK 
   66	C:\APEXMP\REQUIRED\db02_wp1us_weppcligen\AK502457.WP1   59.05  -158.52     AK           DILLINGHAM FAA AP A
   67	C:\APEXMP\REQUIRED\db02_wp1us_weppcligen\AK502587.WP1   53.90  -166.53     AK           DUTCH HARBOR AK    
   68	C:\APEXMP\REQUIRED\db02_wp1us_weppcligen\AK502607.WP1   64.78  -141.20     AK           EAGLE AK           
   69	C:\APEXMP\REQUIRED\db02_wp1us_weppcligen\AK502707.WP1   64.67  -147.10     AK           EIELSON FIELD AK   
   70	C:\APEXMP\REQUIRED\db02_wp1us_weppcligen\AK502730.WP1   61.47  -149.17     AK           EKLUTNA PROJECT AK 
   71	C:\APEXMP\REQUIRED\db02_wp1us_weppcligen\AK502968.WP1   64.82  -147.87     AK           FAIRBANKS WSFO AP A
   72	C:\APEXMP\REQUIRED\db02_wp1us_weppcligen\AK503215.WP1   64.72  -156.90     AK           GALENA AIRPORT AK  
   73	C:\APEXMP\REQUIRED\db02_wp1us_weppcligen\AK503226.WP1   63.85  -171.60     AK           GAMBELL AK         
   74	C:\APEXMP\REQUIRED\db02_wp1us_weppcligen\AK503465.WP1   62.15  -145.45     AK           GULKANA WSO AK     
   75	C:\APEXMP\REQUIRED\db02_wp1us_weppcligen\AK503665.WP1   59.63  -151.50     AK           HOMER WSO AP AK    
   76	C:\APEXMP\REQUIRED\db02_wp1us_weppcligen\AK503905.WP1   59.75  -154.92     AK           ILIAMNA FAA AP AK  
   77	C:\APEXMP\REQUIRED\db02_wp1us_weppcligen\AK503910.WP1   65.98  -153.68     AK           INDIAN MOUNTAIN AK 
   78	C:\APEXMP\REQUIRED\db02_wp1us_weppcligen\AK503933.WP1   59.57  -154.47     AK           INTRICATE BAY AK   
   79	C:\APEXMP\REQUIRED\db02_wp1us_weppcligen\AK504100.WP1   58.37  -134.58     AK           JUNEAU FAA AP AK   
   80	C:\APEXMP\REQUIRED\db02_wp1us_weppcligen\AK504546.WP1   60.57  -151.25     AK           KENAI FAA AIRPORT A
   81	C:\APEXMP\REQUIRED\db02_wp1us_weppcligen\AK504590.WP1   55.35  -131.65     AK           KETCHIKAN AK       
   82	C:\APEXMP\REQUIRED\db02_wp1us_weppcligen\AK504766.WP1   58.68  -156.65     AK           KING SALMON WSO AP 
   83	C:\APEXMP\REQUIRED\db02_wp1us_weppcligen\AK504812.WP1   58.18  -152.35     AK           KITOI BAY AK       
   84	C:\APEXMP\REQUIRED\db02_wp1us_weppcligen\AK504898.WP1   55.55  -133.10     AK           KLAWOCK AK         
   85	C:\APEXMP\REQUIRED\db02_wp1us_weppcligen\AK504988.WP1   57.75  -152.50     AK           KODIAK WSO AP AK   
   86	C:\APEXMP\REQUIRED\db02_wp1us_weppcligen\AK505076.WP1   66.87  -162.63     AK           KOTZEBUE WSO AP AK 
   87	C:\APEXMP\REQUIRED\db02_wp1us_weppcligen\AK505519.WP1   56.38  -134.65     AK           LITTLE PORT WALTER 
   88	C:\APEXMP\REQUIRED\db02_wp1us_weppcligen\AK505733.WP1   61.57  -149.27     AK           MANTANUSKA AG EX ST
   89	C:\APEXMP\REQUIRED\db02_wp1us_weppcligen\AK505769.WP1   62.97  -155.62     AK           MCGRATH WSO AP AK  
   90	C:\APEXMP\REQUIRED\db02_wp1us_weppcligen\AK505778.WP1   63.72  -148.97     AK           MCKINLEY PARK AK   
   91	C:\APEXMP\REQUIRED\db02_wp1us_weppcligen\AK506496.WP1   64.50  -165.43     AK           NOME WSO AP AK     
   92	C:\APEXMP\REQUIRED\db02_wp1us_weppcligen\AK506586.WP1   62.97  -141.93     AK           NORTHWAY FAA AP AK 
   93	C:\APEXMP\REQUIRED\db02_wp1us_weppcligen\AK506870.WP1   61.60  -149.13     AK           PALMER AK          
   94	C:\APEXMP\REQUIRED\db02_wp1us_weppcligen\AK507783.WP1   62.10  -152.75     AK           PUNTILLA AK        
   95	C:\APEXMP\REQUIRED\db02_wp1us_weppcligen\AK508118.WP1   57.15  -170.22     AK           ST. PAUL IS. WSO AP
   96	C:\APEXMP\REQUIRED\db02_wp1us_weppcligen\AK508371.WP1   60.12  -149.45     AK           SEWARD AK          
   97	C:\APEXMP\REQUIRED\db02_wp1us_weppcligen\AK508976.WP1   62.30  -150.10     AK           TALKEETNA WSO AP AK
   98	C:\APEXMP\REQUIRED\db02_wp1us_weppcligen\AK509014.WP1   65.17  -152.10     AK           TANANA FSS AK      
   99	C:\APEXMP\REQUIRED\db02_wp1us_weppcligen\AK509641.WP1   64.85  -147.87     AK           COLLEGE UNIV EXP ST
  100	C:\APEXMP\REQUIRED\db02_wp1us_weppcligen\AK509686.WP1   61.13  -146.35     AK           VALDEZ WSO AP AK   
  101	C:\APEXMP\REQUIRED\db02_wp1us_weppcligen\AK509919.WP1   56.47  -132.38     AK           WRANGELL AK        
  102	C:\APEXMP\REQUIRED\db02_wp1us_weppcligen\AK509941.WP1   59.52  -139.67     AK           YAKUTAT WSO AP AK  
  103	C:\APEXMP\REQUIRED\db02_wp1us_weppcligen\AZ020060.WP1   33.95  -113.18     AZ           AGUILA AZ          
  104	C:\APEXMP\REQUIRED\db02_wp1us_weppcligen\AZ020080.WP1   32.37  -112.87     AZ           AJO AZ             
  105	C:\APEXMP\REQUIRED\db02_wp1us_weppcligen\AZ020159.WP1   33.85  -109.13     AZ           ALPINE AZ          
  106	C:\APEXMP\REQUIRED\db02_wp1us_weppcligen\AZ020750.WP1   36.68  -110.53     AZ           BETATAKIN AZ       
  107	C:\APEXMP\REQUIRED\db02_wp1us_weppcligen\AZ020808.WP1   33.48  -109.77     AZ           BLACK RIVER PUMPS A
  108	C:\APEXMP\REQUIRED\db02_wp1us_weppcligen\AZ020949.WP1   33.95  -114.02     AZ           BOUSE AZ           
  109	C:\APEXMP\REQUIRED\db02_wp1us_weppcligen\AZ020958.WP1   32.33  -109.48     AZ           BOWIE AZ           
  110	C:\APEXMP\REQUIRED\db02_wp1us_weppcligen\AZ021001.WP1   36.20  -112.07     AZ           BRIGHT ANGEL RS AZ 
  111	C:\APEXMP\REQUIRED\db02_wp1us_weppcligen\AZ021026.WP1   33.37  -112.58     AZ           BUCKEYE AZ         
  112	C:\APEXMP\REQUIRED\db02_wp1us_weppcligen\AZ021231.WP1   31.55  -110.52     AZ           CANELO RS AZ       
  113	C:\APEXMP\REQUIRED\db02_wp1us_weppcligen\AZ021282.WP1   33.82  -111.90     AZ           CAREFREE AZ        
  114	C:\APEXMP\REQUIRED\db02_wp1us_weppcligen\AZ021306.WP1   32.88  -111.75     AZ           CASA GRANDE AZ     
  115	C:\APEXMP\REQUIRED\db02_wp1us_weppcligen\AZ021314.WP1   33.00  -111.53     AZ           CASA GRANDE RUINS A
  116	C:\APEXMP\REQUIRED\db02_wp1us_weppcligen\AZ021330.WP1   32.30  -110.38     AZ           CASCABEL AZ        
  117	C:\APEXMP\REQUIRED\db02_wp1us_weppcligen\AZ021353.WP1   33.98  -112.37     AZ           CASTLE HOT SPRINGS 
  118	C:\APEXMP\REQUIRED\db02_wp1us_weppcligen\AZ021514.WP1   33.22  -111.68     AZ           CHANDLER HEIGHTS AZ
  119	C:\APEXMP\REQUIRED\db02_wp1us_weppcligen\AZ021574.WP1   34.53  -110.92     AZ           WALLACE RANGER STN 
  120	C:\APEXMP\REQUIRED\db02_wp1us_weppcligen\AZ021614.WP1   34.35  -111.70     AZ           CHILDS AZ          
  121	C:\APEXMP\REQUIRED\db02_wp1us_weppcligen\AZ021654.WP1   34.77  -112.45     AZ           CHINO VALLEY AZ    
  122	C:\APEXMP\REQUIRED\db02_wp1us_weppcligen\AZ021664.WP1   32.00  -109.35     AZ           CHIRICAHUA NAT MON 
  123	C:\APEXMP\REQUIRED\db02_wp1us_weppcligen\AZ021849.WP1   33.05  -109.28     AZ           CLIFTON AZ         
  124	C:\APEXMP\REQUIRED\db02_wp1us_weppcligen\AZ021920.WP1   37.00  -112.98     AZ           COLORADO CITY AZ   
  125	C:\APEXMP\REQUIRED\db02_wp1us_weppcligen\AZ022109.WP1   34.30  -112.17     AZ           CORDES AZ          
  126	C:\APEXMP\REQUIRED\db02_wp1us_weppcligen\AZ022140.WP1   31.35  -110.25     AZ           CORONADO NATL MONUM
  127	C:\APEXMP\REQUIRED\db02_wp1us_weppcligen\AZ022664.WP1   31.45  -109.60     AZ           DOUGLAS B D AP AZ  
  128	C:\APEXMP\REQUIRED\db02_wp1us_weppcligen\AZ022754.WP1   32.73  -109.10     AZ           DUNCAN AZ          
  129	C:\APEXMP\REQUIRED\db02_wp1us_weppcligen\AZ022807.WP1   32.75  -111.55     AZ           ELOY AZ            
  130	C:\APEXMP\REQUIRED\db02_wp1us_weppcligen\AZ023010.WP1   35.13  -111.67     AZ           FLAGSTAFF WB AP AZ 
  131	C:\APEXMP\REQUIRED\db02_wp1us_weppcligen\AZ023027.WP1   33.03  -111.38     AZ           FLORENCE AZ        
  132	C:\APEXMP\REQUIRED\db02_wp1us_weppcligen\AZ023160.WP1   35.27  -111.73     AZ           FORT VALLEY AZ     
  133	C:\APEXMP\REQUIRED\db02_wp1us_weppcligen\AZ023303.WP1   35.72  -109.55     AZ           GANADO AZ          
  134	C:\APEXMP\REQUIRED\db02_wp1us_weppcligen\AZ023393.WP1   32.95  -112.72     AZ           GILA BEND AZ       
  135	C:\APEXMP\REQUIRED\db02_wp1us_weppcligen\AZ023961.WP1   34.38  -110.58     AZ           HEBER AZ           
  136	C:\APEXMP\REQUIRED\db02_wp1us_weppcligen\AZ024089.WP1   34.90  -110.17     AZ           HOLBROOK AZ        
  137	C:\APEXMP\REQUIRED\db02_wp1us_weppcligen\AZ024418.WP1   36.72  -112.22     AZ           JACOB LAKE AZ      
  138	C:\APEXMP\REQUIRED\db02_wp1us_weppcligen\AZ024453.WP1   34.75  -112.12     AZ           JEROME AZ          
  139	C:\APEXMP\REQUIRED\db02_wp1us_weppcligen\AZ024586.WP1   35.82  -110.20     AZ           KEAMS CANYON AZ    
  140	C:\APEXMP\REQUIRED\db02_wp1us_weppcligen\AZ024675.WP1   31.97  -111.60     AZ           KITT PEAK AZ       
  141	C:\APEXMP\REQUIRED\db02_wp1us_weppcligen\AZ024686.WP1   35.55  -109.70     AZ           KLAGETOH 12 WNW AZ 
  142	C:\APEXMP\REQUIRED\db02_wp1us_weppcligen\AZ024702.WP1   33.27  -113.87     AZ           KOFA MOUNTAINS AZ  
  143	C:\APEXMP\REQUIRED\db02_wp1us_weppcligen\AZ024829.WP1   33.33  -112.15     AZ           LAVEEN AZ          
  144	C:\APEXMP\REQUIRED\db02_wp1us_weppcligen\AZ024849.WP1   36.87  -111.58     AZ           LEES FERRY AZ      
  145	C:\APEXMP\REQUIRED\db02_wp1us_weppcligen\AZ024977.WP1   33.50  -112.37     AZ           LITCHFIELD PARK AZ 
  146	C:\APEXMP\REQUIRED\db02_wp1us_weppcligen\AZ025129.WP1   36.42  -109.23     AZ           LUKACHUKAI AZ      
  147	C:\APEXMP\REQUIRED\db02_wp1us_weppcligen\AZ025412.WP1   34.07  -109.85     AZ           MC NARY AZ         
  148	C:\APEXMP\REQUIRED\db02_wp1us_weppcligen\AZ025512.WP1   33.40  -110.88     AZ           MIAMI AZ           
  149	C:\APEXMP\REQUIRED\db02_wp1us_weppcligen\AZ025635.WP1   34.62  -111.83     AZ           MONTEZUMA CASTLE NM
  150	C:\APEXMP\REQUIRED\db02_wp1us_weppcligen\AZ025700.WP1   33.55  -111.45     AZ           MORMON FLAT AZ     
  151	C:\APEXMP\REQUIRED\db02_wp1us_weppcligen\AZ025924.WP1   31.35  -110.93     AZ           NOGALES 2 N AZ     
  152	C:\APEXMP\REQUIRED\db02_wp1us_weppcligen\AZ026119.WP1   32.57  -110.72     AZ           ORACLE 4 SE AZ     
  153	C:\APEXMP\REQUIRED\db02_wp1us_weppcligen\AZ026132.WP1   31.93  -112.78     AZ           ORGAN PIPE CACTS NM
  154	C:\APEXMP\REQUIRED\db02_wp1us_weppcligen\AZ026250.WP1   34.15  -114.30     AZ           PARKER AZ          
  155	C:\APEXMP\REQUIRED\db02_wp1us_weppcligen\AZ026323.WP1   34.23  -111.33     AZ           PAYSON WB CITY AZ  
  156	C:\APEXMP\REQUIRED\db02_wp1us_weppcligen\AZ026468.WP1   34.80  -109.87     AZ           PETRIFIED FOREST NM
  157	C:\APEXMP\REQUIRED\db02_wp1us_weppcligen\AZ026481.WP1   33.43  -112.03     AZ           PHOENIX WB AP AZ   
  158	C:\APEXMP\REQUIRED\db02_wp1us_weppcligen\AZ026796.WP1   34.55  -112.47     AZ           PRESCOTT AZ        
  159	C:\APEXMP\REQUIRED\db02_wp1us_weppcligen\AZ027281.WP1   33.67  -111.15     AZ           ROOSEVELT AZ       
  160	C:\APEXMP\REQUIRED\db02_wp1us_weppcligen\AZ027390.WP1   32.82  -109.68     AZ           SAFFORD EXPRMT FRM 
  161	C:\APEXMP\REQUIRED\db02_wp1us_weppcligen\AZ027435.WP1   34.50  -109.37     AZ           SAINT JOHNS AZ     
  162	C:\APEXMP\REQUIRED\db02_wp1us_weppcligen\AZ027480.WP1   33.17  -110.52     AZ           SAN CARLOS RESRVOIR
  163	C:\APEXMP\REQUIRED\db02_wp1us_weppcligen\AZ027593.WP1   31.77  -110.85     AZ           SANTA RITA EXP RANG
  164	C:\APEXMP\REQUIRED\db02_wp1us_weppcligen\AZ027619.WP1   31.48  -111.55     AZ           SASABE AZ          
  165	C:\APEXMP\REQUIRED\db02_wp1us_weppcligen\AZ027708.WP1   34.87  -111.77     AZ           SEDONA RS AZ       
  166	C:\APEXMP\REQUIRED\db02_wp1us_weppcligen\AZ027716.WP1   35.32  -112.88     AZ           SELIGMAN AZ        
  167	C:\APEXMP\REQUIRED\db02_wp1us_weppcligen\AZ028012.WP1   34.50  -110.08     AZ           SNOWFLAKE AZ       
  168	C:\APEXMP\REQUIRED\db02_wp1us_weppcligen\AZ028162.WP1   34.13  -109.28     AZ           SPRINGERVILLE AZ   
  169	C:\APEXMP\REQUIRED\db02_wp1us_weppcligen\AZ028214.WP1   33.57  -111.53     AZ           STEWART MTN AZ     
  170	C:\APEXMP\REQUIRED\db02_wp1us_weppcligen\AZ028348.WP1   33.30  -111.10     AZ           SUPERIOR AZ        
  171	C:\APEXMP\REQUIRED\db02_wp1us_weppcligen\AZ028396.WP1   32.72  -113.92     AZ           TACNA 3 NE AZ      
  172	C:\APEXMP\REQUIRED\db02_wp1us_weppcligen\AZ028499.WP1   33.38  -111.93     AZ           TEMPE U OF A CITRUS
  173	C:\APEXMP\REQUIRED\db02_wp1us_weppcligen\AZ028619.WP1   31.72  -110.07     AZ           TOMBSTONE AZ       
  174	C:\APEXMP\REQUIRED\db02_wp1us_weppcligen\AZ028796.WP1   32.28  -110.95     AZ           TUCSON CAMP EXP FM 
  175	C:\APEXMP\REQUIRED\db02_wp1us_weppcligen\AZ028800.WP1   32.25  -110.83     AZ           TUCSON MAGNETIC OBS
  176	C:\APEXMP\REQUIRED\db02_wp1us_weppcligen\AZ028815.WP1   32.23  -110.95     AZ           TUCSON U OF A AZ   
  177	C:\APEXMP\REQUIRED\db02_wp1us_weppcligen\AZ028820.WP1   32.18  -110.88     AZ           TUCSON WBO AZ      
  178	C:\APEXMP\REQUIRED\db02_wp1us_weppcligen\AZ028865.WP1   31.57  -111.05     AZ           TUMACACORI AZ      
  179	C:\APEXMP\REQUIRED\db02_wp1us_weppcligen\AZ028895.WP1   36.28  -113.07     AZ           TUWEEP AZ          
  180	C:\APEXMP\REQUIRED\db02_wp1us_weppcligen\AZ029114.WP1   36.98  -111.48     AZ           WAHWEAP AZ         
  181	C:\APEXMP\REQUIRED\db02_wp1us_weppcligen\AZ029158.WP1   34.93  -112.85     AZ           WALNUT CREEK RS AZ 
  182	C:\APEXMP\REQUIRED\db02_wp1us_weppcligen\AZ029271.WP1   33.83  -109.97     AZ           WHITERIVER AZ      
  183	C:\APEXMP\REQUIRED\db02_wp1us_weppcligen\AZ029287.WP1   33.97  -112.73     AZ           WICKENBURG AZ      
  184	C:\APEXMP\REQUIRED\db02_wp1us_weppcligen\AZ029309.WP1   34.73  -113.62     AZ           WIKIEUP AZ         
  185	C:\APEXMP\REQUIRED\db02_wp1us_weppcligen\AZ029334.WP1   32.25  -109.83     AZ           WILLCOX AZ         
  186	C:\APEXMP\REQUIRED\db02_wp1us_weppcligen\AZ029359.WP1   35.25  -112.18     AZ           WILLIAMS AZ        
  187	C:\APEXMP\REQUIRED\db02_wp1us_weppcligen\AZ029410.WP1   35.68  -109.05     AZ           WINDOW ROCK AZ     
  188	C:\APEXMP\REQUIRED\db02_wp1us_weppcligen\AZ029439.WP1   35.02  -110.73     AZ           WINSLOW WBO AZ     
  189	C:\APEXMP\REQUIRED\db02_wp1us_weppcligen\AZ029542.WP1   35.52  -111.37     AZ           WUPATKI NATL MON AZ
  190	C:\APEXMP\REQUIRED\db02_wp1us_weppcligen\AZ029645.WP1   34.87  -114.15     AZ           YUCCA AZ           
  191	C:\APEXMP\REQUIRED\db02_wp1us_weppcligen\AZ029652.WP1   32.62  -114.65     AZ           YUMA CITRUS STA AZ 
  192	C:\APEXMP\REQUIRED\db02_wp1us_weppcligen\AZ029654.WP1   32.83  -114.40     AZ           YUMA TEST STN AZ   
  193	C:\APEXMP\REQUIRED\db02_wp1us_weppcligen\AZ029660.WP1   32.67  -114.60     AZ           YUMA WB AP AZ      
  194	C:\APEXMP\REQUIRED\db02_wp1us_weppcligen\AR030130.WP1   34.80   -92.87     AR           ALUM FORK AR       
  195	C:\APEXMP\REQUIRED\db02_wp1us_weppcligen\AR030220.WP1   34.12   -93.05     AR           ARKADELPHIA AR     
  196	C:\APEXMP\REQUIRED\db02_wp1us_weppcligen\AR030458.WP1   35.82   -91.78     AR           BATESVILLE LVSTK AR
  197	C:\APEXMP\REQUIRED\db02_wp1us_weppcligen\AR030460.WP1   35.77   -91.63     AR           BATESVILLE L D 1 AR
  198	C:\APEXMP\REQUIRED\db02_wp1us_weppcligen\AR030582.WP1   34.55   -92.62     AR           BENTON AR          
  199	C:\APEXMP\REQUIRED\db02_wp1us_weppcligen\AR030586.WP1   36.37   -94.22     AR           BENTONVILLE AR     
  200	C:\APEXMP\REQUIRED\db02_wp1us_weppcligen\AR030764.WP1   34.60   -93.18     AR           BLAKELY MTN DAM AR 
  201	C:\APEXMP\REQUIRED\db02_wp1us_weppcligen\AR030806.WP1   35.93   -89.92     AR           BLYTHEVILLE AR     
  202	C:\APEXMP\REQUIRED\db02_wp1us_weppcligen\AR030936.WP1   34.90   -91.18     AR           BRINKLEY AR        
  203	C:\APEXMP\REQUIRED\db02_wp1us_weppcligen\AR031152.WP1   33.60   -92.82     AR           CAMDEN 1 AR        
  204	C:\APEXMP\REQUIRED\db02_wp1us_weppcligen\AR031455.WP1   35.47   -93.47     AR           CLARKSVILLE AR     
  205	C:\APEXMP\REQUIRED\db02_wp1us_weppcligen\AR031596.WP1   35.08   -92.45     AR           CONWAY AR          
  206	C:\APEXMP\REQUIRED\db02_wp1us_weppcligen\AR031632.WP1   36.40   -90.58     AR           CORNING AR         
